"Date","Price","Open","High","Low","Change %"
"Nov 02, 2020","5.7425","5.7430","5.7430","5.7430","-0.04%"
"Oct 30, 2020","5.7446","5.7781","5.8084","5.7217","-0.60%"
"Oct 29, 2020","5.7790","5.7466","5.7923","5.7439","0.58%"
"Oct 28, 2020","5.7457","5.7060","5.7927","5.7017","0.70%"
"Oct 27, 2020","5.7055","5.6243","5.7127","5.5986","1.47%"
"Oct 26, 2020","5.6229","5.6551","5.6638","5.6100","0.10%"
"Oct 23, 2020","5.6175","5.5929","5.6354","5.5651","0.50%"
"Oct 22, 2020","5.5893","5.6088","5.6264","5.5627","-0.31%"
"Oct 21, 2020","5.6066","5.6058","5.6294","5.5707","0.02%"
"Oct 20, 2020","5.6054","5.6103","5.6267","5.5472","-0.03%"
"Oct 19, 2020","5.6069","5.6463","5.6503","5.5665","-0.64%"
"Oct 16, 2020","5.6428","5.6097","5.6549","5.5975","0.54%"
"Oct 15, 2020","5.6126","5.5958","5.6483","5.5886","0.38%"
"Oct 14, 2020","5.5912","5.5729","5.6055","5.5349","0.39%"
"Oct 13, 2020","5.5693","5.5263","5.6262","5.5210","0.68%"
"Oct 09, 2020","5.5318","5.6000","5.6013","5.5104","-1.19%"
"Oct 08, 2020","5.5987","5.6128","5.6469","5.5761","-0.20%"
"Oct 07, 2020","5.6097","5.5613","5.6396","5.5507","0.30%"
"Oct 06, 2020","5.5930","5.5745","5.6174","5.4830","0.34%"
"Oct 05, 2020","5.5743","5.6498","5.6774","5.5500","-1.95%"
"Oct 02, 2020","5.6851","5.6433","5.6929","5.6072","0.73%"
"Oct 01, 2020","5.6437","5.6109","5.6652","5.5739","0.58%"
"Sep 30, 2020","5.6112","5.6352","5.6705","5.5870","-0.41%"
"Sep 29, 2020","5.6344","5.6614","5.6786","5.6061","-0.50%"
"Sep 28, 2020","5.6627","5.5135","5.6760","5.5127","1.80%"
"Sep 25, 2020","5.5624","5.5097","5.5890","5.5097","0.97%"
"Sep 24, 2020","5.5089","5.5930","5.6243","5.4926","-1.53%"
"Sep 23, 2020","5.5943","5.4702","5.5991","5.4700","2.26%"
"Sep 22, 2020","5.4704","5.4146","5.4967","5.3828","1.06%"
"Sep 21, 2020","5.4131","5.4511","5.4979","5.3876","0.47%"
"Sep 18, 2020","5.3876","5.2397","5.3988","5.2391","2.83%"
"Sep 17, 2020","5.2394","5.2379","5.2924","5.2264","0.03%"
"Sep 16, 2020","5.2377","5.2762","5.2785","5.2102","-0.70%"
"Sep 15, 2020","5.2748","5.2698","5.3016","5.2192","0.08%"
"Sep 14, 2020","5.2706","5.3191","5.3235","5.2613","-0.91%"
"Sep 11, 2020","5.3189","5.3209","5.3495","5.2583","-0.04%"
"Sep 10, 2020","5.3210","5.3095","5.3325","5.2681","0.25%"
"Sep 09, 2020","5.3078","5.3615","5.3620","5.2785","-1.04%"
"Sep 08, 2020","5.3638","5.3608","5.4096","5.3156","1.18%"
"Sep 04, 2020","5.3012","5.2901","5.3285","5.2465","0.19%"
"Sep 03, 2020","5.2914","5.3408","5.3752","5.2722","-0.92%"
"Sep 02, 2020","5.3403","5.3987","5.4309","5.3407","-1.03%"
"Sep 01, 2020","5.3960","5.4927","5.4927","5.3344","-1.74%"
"Aug 31, 2020","5.4914","5.3850","5.4955","5.3850","1.92%"
"Aug 28, 2020","5.3881","5.5700","5.5702","5.3855","-3.25%"
"Aug 27, 2020","5.5691","5.6060","5.6223","5.5435","-0.65%"
"Aug 26, 2020","5.6054","5.5090","5.6342","5.5089","1.78%"
"Aug 25, 2020","5.5075","5.6112","5.6136","5.5049","-1.83%"
"Aug 24, 2020","5.6100","5.5773","5.6148","5.5589","-0.16%"
"Aug 21, 2020","5.6192","5.5587","5.6332","5.5554","1.12%"
"Aug 20, 2020","5.5568","5.5573","5.6733","5.5381","-0.01%"
"Aug 19, 2020","5.5575","5.4674","5.5619","5.4345","1.66%"
"Aug 18, 2020","5.4666","5.5098","5.5168","5.4206","-0.77%"
"Aug 17, 2020","5.5090","5.4410","5.5149","5.4089","1.63%"
"Aug 14, 2020","5.4204","5.3699","5.4422","5.3573","0.96%"
"Aug 13, 2020","5.3690","5.4356","5.4362","5.3490","-1.18%"
"Aug 12, 2020","5.4333","5.3819","5.4925","5.3819","0.99%"
"Aug 11, 2020","5.3800","5.4809","5.4822","5.3716","-1.85%"
"Aug 10, 2020","5.4812","5.4395","5.4907","5.3517","0.79%"
"Aug 07, 2020","5.4383","5.3442","5.4394","5.3401","2.00%"
"Aug 06, 2020","5.3315","5.2915","5.3721","5.2915","0.78%"
"Aug 05, 2020","5.2902","5.2439","5.3204","5.2317","0.00%"
"Aug 04, 2020","5.2900","5.3205","5.3775","5.2744","-0.59%"
"Aug 03, 2020","5.3213","5.2223","5.3364","5.2115","1.86%"
"Jul 31, 2020","5.2240","5.1541","5.2298","5.1531","1.37%"
"Jul 30, 2020","5.1534","5.1705","5.2165","5.1435","-0.31%"
"Jul 29, 2020","5.1692","5.1383","5.1845","5.1145","0.31%"
"Jul 28, 2020","5.1533","5.1493","5.2045","5.1346","0.17%"
"Jul 27, 2020","5.1447","5.2332","5.2332","5.1410","-1.69%"
"Jul 24, 2020","5.2329","5.2127","5.2533","5.1596","0.42%"
"Jul 23, 2020","5.2112","5.1191","5.2262","5.1188","1.85%"
"Jul 22, 2020","5.1166","5.1707","5.2028","5.0827","-1.06%"
"Jul 21, 2020","5.1713","5.3291","5.3291","5.1647","-2.95%"
"Jul 20, 2020","5.3283","5.3870","5.3913","5.3269","-1.05%"
"Jul 17, 2020","5.3849","5.3243","5.3923","5.3155","1.01%"
"Jul 16, 2020","5.3311","5.3697","5.3928","5.3064","-0.72%"
"Jul 15, 2020","5.3698","5.3096","5.3910","5.2917","0.04%"
"Jul 14, 2020","5.3674","5.4032","5.4542","5.3306","-0.68%"
"Jul 13, 2020","5.4040","5.3130","5.4098","5.3105","1.51%"
"Jul 10, 2020","5.3238","5.3390","5.3946","5.3128","-0.33%"
"Jul 09, 2020","5.3413","5.3450","5.3788","5.2450","-0.02%"
"Jul 08, 2020","5.3422","5.3840","5.3941","5.3178","-0.68%"
"Jul 07, 2020","5.3790","5.3559","5.4017","5.2880","0.43%"
"Jul 06, 2020","5.3562","5.3150","5.3592","5.2609","0.76%"
"Jul 03, 2020","5.3158","5.3523","5.3807","5.3047","-0.82%"
"Jul 02, 2020","5.3596","5.3185","5.3752","5.2656","0.79%"
"Jul 01, 2020","5.3174","5.4660","5.4763","5.2985","-2.72%"
"Jun 30, 2020","5.4661","5.4005","5.5082","5.4005","1.16%"
"Jun 29, 2020","5.4034","5.4847","5.4847","5.3892","-1.47%"
"Jun 26, 2020","5.4840","5.3608","5.4931","5.3608","2.39%"
"Jun 25, 2020","5.3561","5.3476","5.3802","5.2663","0.18%"
"Jun 24, 2020","5.3467","5.1525","5.3549","5.1525","3.73%"
"Jun 23, 2020","5.1542","5.2524","5.2537","5.1336","-1.87%"
"Jun 22, 2020","5.2524","5.2904","5.2968","5.1972","-1.09%"
"Jun 19, 2020","5.3105","5.3780","5.3821","5.2881","-1.25%"
"Jun 18, 2020","5.3776","5.2291","5.3884","5.2277","2.85%"
"Jun 17, 2020","5.2286","5.2446","5.2716","5.1814","-0.27%"
"Jun 16, 2020","5.2430","5.1173","5.2549","5.0477","1.69%"
"Jun 15, 2020","5.1557","5.1314","5.2260","5.0786","2.08%"
"Jun 12, 2020","5.0505","4.9774","5.1118","4.9765","1.50%"
"Jun 11, 2020","4.9760","4.9740","4.9765","4.9740","0.06%"
"Jun 10, 2020","4.9732","4.9000","4.9789","4.8380","1.51%"
"Jun 09, 2020","4.8992","4.8229","4.9359","4.8229","1.58%"
"Jun 08, 2020","4.8230","4.9619","4.9774","4.8175","-2.73%"
"Jun 05, 2020","4.9585","5.1186","5.1196","4.9328","-3.14%"
"Jun 04, 2020","5.1190","5.0624","5.1418","5.0244","1.12%"
"Jun 03, 2020","5.0622","5.2007","5.2109","5.0159","-2.68%"
"Jun 02, 2020","5.2014","5.3672","5.3700","5.1989","-3.02%"
"Jun 01, 2020","5.3633","5.3340","5.4196","5.3100","0.51%"
"May 29, 2020","5.3361","5.4049","5.4630","5.3190","-1.27%"
"May 28, 2020","5.4045","5.2743","5.4113","5.2743","2.49%"
"May 27, 2020","5.2733","5.3418","5.3610","5.2691","-1.34%"
"May 26, 2020","5.3450","5.4432","5.4432","5.3340","-1.86%"
"May 25, 2020","5.4461","5.4942","5.5301","5.4321","-1.58%"
"May 22, 2020","5.5338","5.5536","5.6256","5.5229","-0.30%"
"May 21, 2020","5.5507","5.6925","5.7062","5.5473","-2.49%"
"May 20, 2020","5.6925","5.7559","5.7572","5.6694","-1.07%"
"May 19, 2020","5.7540","5.7192","5.7687","5.6820","0.61%"
"May 18, 2020","5.7190","5.8565","5.8565","5.6942","-2.33%"
"May 15, 2020","5.8554","5.8110","5.8734","5.7590","0.76%"
"May 14, 2020","5.8115","5.9248","5.9718","5.8022","-1.25%"
"May 13, 2020","5.8852","5.8863","5.9440","5.8176","-0.01%"
"May 12, 2020","5.8856","5.8190","5.8949","5.7420","1.16%"
"May 11, 2020","5.8180","5.7825","5.8404","5.7651","1.50%"
"May 08, 2020","5.7319","5.8123","5.8285","5.7178","-1.69%"
"May 07, 2020","5.8307","5.7158","5.8770","5.7158","2.04%"
"May 06, 2020","5.7140","5.5750","5.7235","5.5750","2.43%"
